Option,QuestionId,Option Image,IsCorrect
'Use a high gear to prevent wheelspin',389,null,
'Switch on your windscreen wipers',389,null,
'It will cause the car to skid',390,null,
'It will make the engine stall',390,null,
'The engine will run faster',390,null,
'There won't be any engine braking',390,null,1
'All the time you're driving',391,null,
'When you're driving along narrow streets',391,null,
'When you're driving in poor visibility',391,null,1
'When you're parking',391,null,
'Carry on along the hard shoulder until you see a safe gap',392,null,
'Stop at the end of the slip road and look for a safe gap',392,null,
'Use the slip road to accelerate until you're moving much faster than the motorway traffic',392,null,
'Match your speed to traffic in the left-hand lane and filter into a safe gap',392,null,1
'30 mph',393,null,
'50 mph',393,null,
'60 mph',393,null,
'70 mph',393,null,1
'Any vehicle that isn't overtaking',394,null,1
'Large vehicles only',394,null,
'Emergency vehicles only',394,null,
'Slow vehicles only',394,null,
'Small delivery vans',395,null,
'Motorcycles',395,null,
'Vehicles towing a trailer',395,null,1
'Motorcycle and sidecar outfits',395,null,
'It connects you to a local garage',396,null,
'Using a mobile phone will distract other drivers',396,null,
'It allows easy location by the emergency services',396,null,1
'Mobile phones don't work on motorways',396,null,
"'Move out onto the carriagewa, then build up your speed'",397,null,
'Move out onto the carriafeway using your hazard warning lights',397,null,
'Gain speed on the hard shoulder before moving out onto the carriageway',397,null,1
'Wait on the hard shoulder until someone flashes their headlights at you',397,null,
'On a steep gradient',398,null,1
'Before a service area',398,null,
'Before a junction',398,null,
'Along the hard shoulder',398,null,
'They're countdown markers to a bridge',399,null,
'They're distance markers to the next telephone',399,null,
'They're countdown markers to the next exit',399,null,1
'They want of a police control ahead',399,null,
'Between the hard shoulder and the carriageway',400,null,
'Between the acceleration lane and the carriageway',400,null,
'Between the central reservation and the carriageway',400,null,1
'Between each pair of lanes',400,null,
'Green',401,null,
'Amber',401,null,
'White',401,null,1
'Red',401,null,
'Amber',402,null,
'White',402,null,
'Green',402,null,1
'Red',402,null,
'With the traffic flow',403,null,
'Facing oncoming traffic',403,null,
'In the direction shown on the marker posts',403,null,1
'In the direction of the nearest exit',403,null,
'Because there's space available to turn round if you need to',404,null,
'To allow you direct access to the overtaking lanes',404,null,
'To allow you to fit safely into the traffic flow in the left-hand lane',404,null,1
'Because you can continue on the hard shoulder',404,null,
'Stay close to the carriageway',405,null,
'Face the oncoming traffic',405,null,1
'Keep your back to the traffic',405,null,
'Stand on the hard shoulder',405,null,
'Green',406,null,
'Red',406,null,1
'White',406,null,
'Amber',406,null,
'Left',407,null,1
'Right',407,null,
'Centre',407,null,
'Either the right or centre',407,null,
'Use dipped headlights',408,null,
'Keep a good distance from the vehicle ahead',408,null,1
'Switch lanes to keep the traffic flowring',408,null,
'Stay close to the vehicle ahead to reduce queues',408,null,
'In the right-hand lane',409,null,
'In the middle lane',409,null,
'On the hard shoulder',409,null,
'In the left-hand lane',409,null,1
'Speed up to clear the area wuickly',410,null,
'Always use the hard shoulder',410,null,
'Obey the speed limit',410,null,1
'Stay very close to the vehicle in front',410,null,
'Pawrored mobility scooters',411,null,1
'Motorcycles over 50 cc',411,null,
'Double-deck buses',411,null,
'Cars with automatic transmission',411,null,
'Look much further ahead than you would on other roads',412,null,1
'Travel musch faster than you would on other roads',412,null,
'Maintain a shorter separation distance than you would on other roads',412,null,
'Concentrate more than you would on other roads',412,null,
'Try to overtake',413,null,
'Re-adjust your mirrors',413,null,
'Position your vehicle in the centre lane',413,null,
'Stay in the left-hand lane',413,null,1
'When you're turning right',414,null,
'When you're overtaking',414,null,1
'When you're travelling above the speed limit',414,null,
'When you're trying to save fuel',414,null,
'When you're stopping in an emergency',415,null,1
'When you're leaving the motorway',415,null,
'When you're stopping for a rest',415,null,
'When you're joining the motorway',415,null,
'Move to the left and reduce your speed to 50 mph',416,null,1
'There are roadworks 50 metres (55 yards) ahead',416,null,
'Use the hard shoulder until you've passed the hazard',416,null,
'Leave the motorway at the next exit',416,null,
'When you need to walk and get fresh air',417,null,
'When you wish to pick up hitchhikers',417,null,
'When you're signalled to do so by traffic signals',417,null,1
'When you need to use a mobile telephone',417,null,
'Increase your speed to ensure they join behind you',418,null,
'Adjust your speed or change lane if you can do so safely',418,null,1
'Maintain a steady speed',418,null,
'Switch on your hazard warning lights',418,null,
'Use the lane that has the least traffic',419,null,
'Keep to the left-hand lane unless you're overtaking',419,null,1
'Overtake using the lane that's clearest',419,null,
'Stay in one lane until you reach your exit',419,null,
'When you can see well ahead that the hard shoulder is clear',420,null,
'When the traffic in the right-hand lane is signalling right',420,null,
'When you warn drivers behind by signalling left',420,null,
'When in queues and traffic to your right is moving more slowly than you are',420,null,1
'In cases of emergency of breakdown',421,null,1
'If you think you'll be involved in a road rage incident',421,null,
'To stop and check where you are',421,null,
'To make a private phone call',421,null,
'Stop and arrest drivers who break the law',422,null,
'Repair broken-down vehicles on the motorway',422,null,
'Issue fixed penalty notices',422,null,
'Stop and direct anyone on a motorway',422,null,1
'Pull up in this lane to answer your mobile',423,null,
'Use this lane as a running lane',423,null,
'This lane can be used if you need a rest',423,null,
'You must not travel in this lane',423,null,1
'Use the emergency telephone',424,null,1
'Give an arm signal as you are moving off',424,null,
'Switch on your vehicle's headlights',424,null,
'Move away with your hazard lights on',424,null,
'Build up speed on the hard shoulder before looking for a safe gap in the traffic',425,null,1
'Move straight out into the left-hand lane as you are not allowed to drive on the hard shoulder',425,null,
'Wait until a vehicle in the left-hand lane signals to you that it's safe to rejoin',425,null,
'Keep your hazard lights flashing until you have safely rejoined the carriageway',425,null,
'You shouldn't travel in this lane',426,null,
'The hard shoulder can be used as a running lane',426,null,1
'You can park on the hard shoulder if you feel tired',426,null,
'You can pull up in this lane to answer a mobile phone',426,null,
'By using higher speed limits',427,null,
'By using advisory speed limits',427,null,
'By using minium speed limits',427,null,
'By using variable speed limits',427,null,1
'Variable speed limits',428,null,1
'Contraflow systems',428,null,
'National speed limits',428,null,
'Lane closures',428,null,
'If you have to read a map',429,null,
'When you're tired and need a rest',429,null,
'If your mobile phone rings',429,null,
'In an emergency or breakdown',429,null,1
'50 mph',430,null,
'60 mph',430,null,
'70 mph',430,null,1
'80 mph',430,null,
'Next to the phone',431,null,
'Well away from the carriageway',431,null,1
'With your vehicle',431,null,
'On the hard shoulder',431,null,
'Pull onto the hard shoulder',432,null,
'Slow down and watch for further signals',432,null,
'Leave at the next exit',432,null,
'Stop and wait',432,null,1
'The hard shoulder can be used as a rest area if you feel tired',433,null,
'The hard shoulder is for emergency or breakdown use only',433,null,1
'The hard shoulder can be used as a normal running lane',433,null,
'The hard shoulder has a speed limit of 50 mph',433,null,
'Use any lane except the hard shoulder',434,null,
'Use the hard shoulder only',434,null,
'Use the three right-hand lanes only',434,null,
"'Use all the lanes, including the hard shoulder'",434,null,1
'On the hard shoulder',435,null,
'At the nearest service area',435,null,1
'On a slip road',435,null,
'On the central reservation',435,null,
'40 mph',436,null,
'50 mph',436,null,
'60 mph',436,null,1
'70 mph',436,null,
'When your vehicle breaks down',437,null,
'When you're overtaking slower traffic in the other lanes',437,null,
'When you're making a phone call',437,null,
'When the road ahead is clear',437,null,1
'Switch on your hazard warning lights',438,null,1
'Switch on your headlights',438,null,
'Sound your horn',438,null,
'Flash your headlights',438,null,
'Carefully change the wheel yourself',439,null,
'Use an emergency telephone and call for help',439,null,1
'Try to wave down another vehicle for help',439,null,
'Only change the wheel if you have a passenger to help you',439,null,
'Carefully reverse along the hard shoulder',440,null,
'Carry on to the next exit',440,null,1
'Carefully reverse in the left-hand lane',440,null,
'Make a U-turn at the next gap in the central reservation',440,null,
'Switch on your hazard warning lights',441,null,1
'Stop the traffic behind and ask for help',441,null,
'Attempt to repair your vehicle quickly',441,null,
'Stand behind your vehicle to warn others',441,null,
'You'll have to do more harsh braking on motorways',442,null,
'Motorway services areas don't deal with breakdowns',442,null,
'The road surface will wear down the tyres faster',442,null,
'Continuous high speeds increase the risk of your vehicle breaking down',442,null,1
'The driver wants you to overtake',443,null,
'The other car is going to change lanes',443,null,
'Traffic ahead is slowing or stopping suddenly',443,null,1
'There's a police speed check ahead',443,null,
'The middle lane',444,null,
'The left-hand lane',444,null,1
'The hard shoulder',444,null,
'The right-hand lane',444,null,
'They can't drive over 30 mph',445,null,
'They can't drive at night',445,null,
'They can't drive unaccompanied',445,null,1
'They can't drive with more than one passenger',445,null,
'Stand at the rear of the vehicle while making the call',446,null,
'Phone a friend and ask them to come and collect you',446,null,
'Wait in the car for the emergency services to arrive',446,null,
'Check your location from the nearest marker posts beside the hard shoulder',446,null,1
'When there are lane closures',447,null,1
'When there's slow-moving traffic',447,null,
'When you can maintain a high speed',447,null,
'When large vehicles are in the left and centre lanes',447,null,
'Temporary traffic lights',448,null,
'Lower speed limits',448,null,1
'Wider lanes than normal',448,null,
'Road humps',448,null,
'Local speed limit applies',449,null,
'No waiting on the carriageway',449,null,
'National speed limit applies',449,null,1
'No entry for vehicles',449,null,
'30 mph',450,null,
'50 mph',450,null,
'60 mph',450,null,
'70 mph',450,null,1
'By hazard warning lines',451,null,
'By street lighting',451,null,1
'By pedestrian islands',451,null,
'By double or single yellow lines',451,null,
'30 mph',452,null,1
'40 mph',452,null,
'50 mph',452,null,
'60 mph',452,null,
'Minium speed 30 mph',453,null,
'End of maximum speed',453,null,
'End of minimum speed',453,null,1
'Maximum speed 30 mph',453,null,
'Follow another vehicle as it overtakes the tractor',454,null,
'Sound your horn to make the tractor driver pull over',454,null,
"'Speed past, flashing your light at oncoming traffic'",454,null,
'Stay behind it if you're in any doubt',454,null,1
'Estate car',455,null,
'Milk float',455,null,
'Delivery van',455,null,
'Long vehicle',455,null,1
'Never',456,null,1
'When it's busy',456,null,
'In the rush hour',456,null,
'During daylight hours',456,null,
'No entry',457,null,
'Waiting restrictions',457,null,1
'National speed limit',457,null,
'School crossing patrol',457,null,
'When you're in a one-way street',458,null,1
'When you have you sidelights on',458,null,
'When you're more than 10 metres (32 feet) from a junction',458,null,
'When you're under a lamppost',458,null,
'When you're overtaking only',459,null,
'When you're overtaking or turning light',459,null,1
'When you're using cruise control',459,null,
'When you're turning right only',459,null,
'Continue in that lane',460,null,1
'Force your way into the lane you need',460,null,
'Stop until the area has cleared',460,null,
'Use arm signals to help you change lane',460,null,
'Only on the left-hand side',461,null,
'Overtaking isn't allowed',461,null,
'Only on the right-hand side',461,null,
'On either the right or the left',461,null,1
'Signal left before leaving the roundabout',462,null,1
'Don't signal at any time',462,null,
'Signal right when you're approaching the roundabout',462,null,
'Signal left when you're approaching the roundabout',462,null,
'Sports car',463,null,
'Van',463,null,
'Estate car',463,null,
'Long vehicle',463,null,1
'When there are fewer than two vehicles ahead',464,null,
'When signalled by another road user',464,null,
'When your exit road is clear',464,null,1
'When traffic signs direct you',464,null,
'When oncoming traffic prevents you from turning right',465,null,1
'When you're in a queue of traffic turning left',465,null,
'When you're in a queue of traffic going ahead',465,null,
'When you're on a roundabout',465,null,
'A motorcyclist',466,null,
'A pedestrian',466,null,
'A police officer',466,null,1
'A bus driver',466,null,
'Go on quickly before they step onto the crossing',467,null,
'Stop before you reach the zigzag lines and let them cross',467,null,
'Be ready to slow down or stop to let them cross',467,null,1
'Ignore them as they're still on the pavement',467,null,
'Car drivers and motorcyclists',468,null,
'Cyclists and pedestrians',468,null,1
'Bus and lorry drivers',468,null,
'Tram and train drivers',468,null,
'Give way to pedestrians on the crossing',469,null,1
'Move off immediately without any hestation',469,null,
'Wait for the green light before moving off',469,null,
'Get ready and go when the continuous amber light shows',469,null,
'If the line nearest to you is broken',470,null,
'When there are no yellow lines',470,null,
'To pick up or set down passengers',470,null,1
'During daylight hours only',470,null,
'You'll have a clearer view of any approaching traffic',471,null,1
'You'll use less fuel because you can stay in a higher gear',471,null,
'You'll have more time to turn',471,null,
'You'll be able to turn without stopping',471,null,
'So that oncoming traffic can see you more clearly',472,null,
'You may set off car alarms',472,null,
'There may be delivery lorries on the street',472,null,
'Children may run out from between the vehicles',472,null,1
"'Carry on, as you have priority'",473,null,
'Give way to oncoming traffic',473,null,1
'Wave oncoming vehicles through',473,null,
'Accelerate to get past first',473,null,
'When you're turning right or overtaking',474,null,1
'When you're passing a side road on the left',474,null,
'When you're staying at the minimum allowed speed',474,null,
'When you're travelling at a constant high speed',474,null,
'The larger vehicle',475,null,
'No-one has priority',475,null,1
'The faster vehicle',475,null,
'The smaller vehicle',475,null,
'10 metres (32 feet)',476,null,1
'12 metres (39 feet)',476,null,
'15 metres (49 feet)',476,null,
'20 metres (66 feet)',476,null,
'At or near a bus stop',477,null,
'In a designated parking space',477,null,1
'Near the brow of a hill',477,null,
'On the approach to a level crossing',477,null,
'Carry on waiting',478,null,1
'Phone the signal operator',478,null,
'Edge over the stop line and look for trains',478,null,
'Park and investigate',478,null,
'No through road',479,null,
'End of traffic-calming zone',479,null,
'Free-parking zone ends',479,null,
'End of controlled parking zone',479,null,1
'Obey the speed limit',480,null,1
"'Obey the limit, but only during rush hour'",480,null,
'Ignore the displayed limit',480,null,
'Use your own judgment; the limit is only advisory',480,null,
'So that you can see further along the road',481,null,
'So tha you can go at a much faster speed',481,null,
'So that you can switch to main beam quickly',481,null,
'So that you can be easily seen by others',481,null,1
'Turn in because the pedestrians are safe on the pavement',482,null,
"'Wave at the pedestrians, inviting them to cross the road'",482,null,
'Wait and gave way to the pedestrians',482,null,1
'Sound your horn to alert the pedestrians to your presence',482,null,
'30 mph',483,null,
'50 mph',483,null,
'60 mph',483,null,1
'70 mph',483,null,
'Park facing the traffic',484,null,
'Leave parking lights swtiched on',484,null,1
'Leave dipped headlights switched on',484,null,
'Park near a street light',484,null,
'Approaching the end of a motorway',485,null,
'Approaching a concealed level crossing',485,null,1
'Approaching a concealed speed-limit sign',485,null,
'Approaching the end of a dual carriageway',485,null,
'When signalled to stop by a roadworks supervisor',486,null,
'When signalled to stop by a traffic officer',486,null,1
'When signalled to stop by a pedestrian on the hard shoulder',486,null,
'When signalled to stop by a driver who has broken down',486,null,
'Signal right on the approach and then left to leave the roundabout',487,null,
'Signal left after you leave the roundabout and enter the new road',487,null,
'Signal right on the approach to the roundabout and keep the signal on',487,null,
'Signal left just after you pass the exit before the one you're going to lake',487,null,1
'To overtake slow-moving traffic',488,null,
'When the pavement is very wide',488,null,
'If there are no pedestrians nearby',488,null,
'To gain access to a property',488,null,1
'30 mph',489,null,
'40 mpn',489,null,
'50 mph',489,null,1
'60 mph',489,null,
'50 mph',490,null,
'40 mph',490,null,
'70 mph',490,null,
'60 mph',490,null,1
'Park in a bay and not pay',491,null,
'Park on yellow lines and pay',491,null,
'Park on yellow lines and not pay',491,null,
'Park in a bay and pay',491,null,1
'They may park in the lane',492,null,
'They may drive in the lane at any time',492,null,
'They may use the lane when necessary',492,null,
'They mustn't drive along the lane',492,null,1
'Kepp just left of the middle of the road',493,null,
'Keep in the middle of the road',493,null,
'Swing out to the right just before turning',493,null,
'Keep well to the left of the road',493,null,1
'Get out and investigae',494,null,
'Telephone the signal operator',494,null,
'Continue to wait',494,null,1
'Drive across carefully',494,null,
'Get everyone out of the vehicle immediately',495,null,
'Stop and reverse back to clear the crossing',495,null,
'Keep going and clear the crossing',495,null,1
'Stop immediately and use your hazard warning lights',495,null,
'Turn into a side road on the right and reverse into the main road',496,null,
'Make a U-turn in the main road',496,null,
'Make a 'three-point' turn in the main road',496,null,
'Turn around in a side road',496,null,1
'When you're carrying out a manoeuvre that includes reversing',497,null,1
'When you're moving off on a hill',497,null,
'When you're testing your brakes',497,null,
'When you're driving slowly in queuing traffic',497,null,
'No further than is necessary',498,null,1
'No more than a car's length',498,null,
'As far as it takes to reverse around a corner',498,null,
'The length of a residential street',498,null,
'Sound your horn',499,null,
'Rev your engine',499,null,
'Get out and check',499,null,1
'Reverse slowly',499,null,
'Your reverse sensors will beep',500,null,
'Your view will be restricted',500,null,1
'Your reversing lights will be hidden',500,null,
'Your mirrors will need adjusting',500,null,
'Wait in the box junction if your exit if clear',501,null,1
'Wait before the junction until it's clear of all traffic',501,null,
'Drive on; you can't turn right at a box junction',501,null,
'Drive slowly into the box junction when signalled by oncoming traffic',501,null,
'After you've completed the manoeuvre',502,null,
'Just before you begin to manoeuvre',502,null,
'After you've entered the side road',502,null,
'When the front of your vehicle swings out',502,null,1
'In a garage',503,null,1
'On a busy road',503,null,
'In a quiet car park',503,null,
'Near a red route',503,null,
'To set down and pick up passengers',504,null,1
'To use a mobile telephone',504,null,
'To ask for directions',504,null,
'To load or unload goods',504,null,
'Use one of these spaces',505,null,
'Park in one of these spaces but stay with your vehicle',505,null,
'Use one of the spaces as long as one is kept free',505,null,
'Wait for a regular parking space to become free',505,null,1
'Pull into a passing place on your right',506,null,
'Force the other driver to reverse',506,null,
'Pull into a passing place if your vehicle is wider',506,null,
'Pull into a passing place on your left',506,null,1
'Some time after the vehicle has passed you',507,null,
'Before the vehicle starts to pass you',507,null,
'Only if the other driver dips their headlights',507,null,
'As soon as the vehicle passes you',507,null,1
'Outside its hours of operation',508,null,1
'To get to the front of a traffic queue',508,null,
'You may not use it at any time',508,null,
'To overtake slow-moving traffic',508,null,
'By using brake lights',509,null,1
'By using sidelights',509,null,
'By using fog lights',509,null,
'By using interior lights',509,null,
'Turn around in a quiet side road',510,null,1
'Drive into a side road and reverse out into the main road',510,null,
'Ask someone to stop the traffic',510,null,
'Carry out a U-turn',510,null,
'Near a police station',511,null,
'In a quiet road',511,null,
'On a red route',511,null,
'In a well-lit area',511,null,1
'Kepp in that lane until you reach the queue',512,null,
'Move to the left immediately',512,null,
'Wait and see which lane is moving faster',512,null,
'Move to the left in good time',512,null,1
'You shouldn't drive in the lane unless it's unavoidable',513,null,1
'There's a reduced speed limit for motor vehicles using the lane',513,null,
'Cyclists can travel in both directions in that lanes',513,null,
'The lane must be used by motorcyclists in heavy traffic',513,null,
'When you have a Blue Badge',514,null,1
'When you have a wheelchair',514,null,
'When you have an advanced driver certificate',514,null,
'When you have an adapted vehicle',514,null,
'If you're involved in an incident that causes damage or injury',515,null,1
'At a junction where there are 'give way' lines',515,null,
'At the end of a one-way street',515,null,
'Before merging onto a motorway',515,null,
'They're rectangular with a yellow border',516,null,
'They're triangular with a blue border',516,null,
'They're square with a brown border',516,null,
'They're circular with a red border',516,null,1
'',517,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/517.A.png',
'',517,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/517.B.png',
'',517,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/517.C.png',
'',517,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/517.D.png',1
'',518,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/518.A.png',1
'',518,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/518.B.png',
'',518,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/518.C.png',
'',518,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/518.D.png',
'Maximum speed limit with traffic calming',519,null,1
'Minimum speed limit with traffic calming',519,null,
'20 cars only' parking zone',519,null,
'Only 20 cars allowed at any one time',519,null,
'New speed limit 20 mph',520,null,
'No vehicles over 30 tonnes',520,null,
'Minimum speed limit 30 mph',520,null,
'End of 20 mph zone',520,null,1
'No overtaking',521,null,
'No motor vehicles',521,null,1
'Clearway (no stopping)',521,null,
'cars and motorcycles only',521,null,
'No parking',522,null,
'No road markings',522,null,
'No through road',522,null,
'No entry',522,null,1
'Bend to the right',523,null,
'Road on the right closed',523,null,
'No traffic from the right',523,null,
'No right turn',523,null,1
'',524,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/524.A.png',
'',524,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/524.B.png',
'',524,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/524.C.png',
'',524,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/524.D.png',1
'Route for trams only',525,null,1
'Route for buses only',525,null,
'Parking for buses only',525,null,
'Parking for trams only',525,null,
'Wide vehicles',526,null,
'Long vehicles',526,null,
'high vehicles',526,null,1
'Heavy vehicles',526,null,
'',527,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/527.A.png',
'',527,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/527.B.png',1
'',527,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/527.C.png',
'',527,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/527.D.png',
'You have priority',528,null,
'No motor vehicles',528,null,
'Two-way traffic',528,null,
'No overtaking',528,null,1
'Waiting restrictions apply',529,null,1
'Waiting permitted',529,null,
'National speed limit applies',529,null,
'Clearway (no stopping)',529,null,
'End of restricted speed area',530,null,
'End of restricted parking area',530,null,1
'End of clearway',530,null,
'End of cycle route',530,null,
'',531,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/531.A.png',
'',531,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/531.B.png',1
'',531,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/531.C.png',
'',531,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/531.D.png',
'National speed limit applies',532,null,
'Waiting restrictionsm apply',532,null,
'No stopping',532,null,1
'No entry',532,null,
'Distance to parking place ahead',533,null,1
'Distance to public telephone ahead',533,null,
'Distance to public house ahead',533,null,
'Distance to passing place ahead',533,null,
'Vehicles may not park on the verge or footway',534,null,
'Vehicles may park on the left-hand side of the road only',534,null,
'Vehicles may park fully on the verge or footway',534,null,1
'Vehicles may park on the right-hand side of the road only',534,null,
'No overtaking allowed',535,null,
'give priority to oncoming traffic',535,null,1
'Two-way traffic',535,null,
'One-way traffic only',535,null,
'End of two-way road',536,null,
'Give priority to vehicles coming towards you',536,null,
'You have priority over vehicles coming towards you',536,null,1
'Bus lane ahead',536,null,
'',537,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/537.A.png',
'',537,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/537.B.png',
'',537,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/537.C.png',
'',537,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/537.D.png',1
'Crossroads',538,null,
'Give way',538,null,
'Stop',538,null,1
'Turn right',538,null,
'Service area 30 miles ahead',539,null,
'Maximum speed 30 mph',539,null,
'Minium speed 30 mph',539,null,1
'Lay-by 30 miles ahead',539,null,
'Give away oncoming vehicles',540,null,
'Approach traffic passes you on both sides',540,null,
'Turn off at the next available junction',540,null,
'Pass either side to get to tha same destination',540,null,1
'Route for trams',541,null,1
'Give way to trams',541,null,
'Route for buses',541,null,
'Give way to buses',541,null,
'They five temporary directuons during a diversion',542,null,
'They give directions to car parks',542,null,
'they give motorway information',542,null,
'They give mandatory instructions',542,null,1
'On a dual carriageway',543,null,
'On a roundabout',543,null,
'On an urban motorway',543,null,
'On a one-way street',543,null,1
'Bus station on the right',544,null,
'Contraflow bus lane',544,null,1
'With-flow bus lane',544,null,
'Give way to buses',544,null,
'Tourist directions',545,null,1
'Primary roads',545,null,
'Motorway routes',545,null,
'Minor roads',545,null,
'Tourist attraction',546,null,1
'Beware of trains',546,null,
'Level crossing',546,null,
'Beware of trams',546,null,
'To give warnings',547,null,1
'To give information',547,null,
'To give orders',547,null,
'To give directions',547,null,
'Turn left ahead',548,null,
'T-junction',548,null,1
'No through road',548,null,
'Give way',548,null,
'Multi-exit roundabout',549,null,
'Risk of ice',549,null,1
'Six roads converge',549,null,
'Place of historical interest',549,null,
'Crossroads',550,null,1
'Level crossing with gate',550,null,
'Level crossing without gate',550,null,
'Ahead only',550,null,
'Ring road',551,null,
'Mini-roundabout',551,null,
'No vehicles',551,null,
'Roundabout',551,null,1
'Road narrows',552,null,1
'Ahead only',552,null,
'Keep left',552,null,
'Minimum speed',552,null,
'Cyclists must dismount',553,null,
'Cycles aren't allowed',553,null,
'Cycle route ahead',553,null,1
'Cycle in single file',553,null,
'',554,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/554.A.png',1
'',554,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/554.B.png',
'',554,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/554.C.png',
'',554,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/554.D.png',
'',555,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/555.A.png',
'',555,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/555.B.png',1
'',555,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/555.C.png',
'',555,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/555.D.png',
'Wait at the barriers',556,null,
'Wait at the crossroads',556,null,
'Give way to trams',556,null,1
'Give way to farm vehicles',556,null,
'Hump bridge',557,null,
'Humps in the road',557,null,1
'Entrance to tunnel',557,null,
'Soft verges',557,null,
'',558,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/558.A.png',
'',558,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/558.B.png',
'',558,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/558.C.png',
'',558,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/558.D.png',1
'End of dual carriageway',559,null,1
'Tall bridge',559,null,
'Road narrows',559,null,
'End of narrow bridge',559,null,
'Side winds',560,null,1
'Road noise',560,null,
'Airport',560,null,
'Adverse camber',560,null,
'Slippery road ahead',561,null,
'Tyres liable to punctures ahead',561,null,
'Danger ahead',561,null,1
'Service area ahead',561,null,
'Overtake the other driver as quickly as possible',562,null,
'Move to the right to get a better view',562,null,
'Switch your headlights on before overtaking',562,null,
'Hold back until you can see clearly ahead',562,null,1
'Level crossing with gate or barrier',563,null,1
'Gated road ahead',563,null,
'Level crossing without gate or barrier',563,null,
'Cattle girl ahead',563,null,
'No trams ahead',564,null,
'Oncoming trams',564,null,
'Trams crossing ahead',564,null,1
'Trams only',564,null,
'Adverse caber',565,null,
'Steep hill downwards',565,null,1
'Uneven road',565,null,
'Steep hill upwards',565,null,
'Uneven road surface',566,null,
'Bridge over the road',566,null,
'Road ahead ends',566,null,
'Water across the road',566,null,1
'Turn left for parking area',567,null,
'No through road on the left',567,null,1
'No entry for traffic turning left',567,null,
'Turn left for ferry terminal',567,null,
'T-junction',568,null,
'No through road',568,null,1
'Telephone box ahead',568,null,
'Toilet ahead',568,null,
'',569,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/569.A.png',
'',569,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/569.B.png',
'',569,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/569.C.png',1
'',569,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/569.D.png',
'The right-hand lane ahead is narrow',570,null,
'Right-hand lane for buses only',570,null,
'Right-hand lane for turning right',570,null,
'The right-hand lane is closed',570,null,1
'Change to the left-hand lane',571,null,
'Leave at the next exit',571,null,
'Contraflow system',571,null,1
'One-way street',571,null,
'Leave motorway at next exit',572,null,
'Lane for heavy and slow vehicles',572,null,1
'All lorries use the hard shoulder',572,null,
'Rest area for lorries',572,null,
'You should stop unless turning left',573,null,
"'Stop, if you're able to brake safely'",573,null,
'You must stop and wait behind the stop line',573,null,1
'Proceed with care',573,null,
'Prepare to go',574,null,
'Go if the way is clear',574,null,
'Go if no pedestrians are crossing',574,null,
'Stop at the stop line',574,null,1
'When pedestrians are waiting to cross',575,null,
'When your exit from the junction is blocked',575,null,1
'When you think the lights may be about to change',575,null,
'When you intend to turn right',575,null,
'',576,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/576.A.png',1
'',576,'https://dts-resources.s3.ap-southeast-1.amazonaws.com/question-images/576.B.png',
