ID,Topic No.,Topic Name,Q.No,Question,Q.Image,A,A.Image,B,B.Image,C,C.Image,D,D.Image,Answer
360,8,Vehicle handling,13,What should you do when you meet an oncoming vehicle on a single-track road?,no,Reverse back to the main road,no,Carry out an emergency stop,no,Stop at a passing place,no,Switch on your hazard warning lights,no,C
361,8,Vehicle handling,14,The road is wet. Why would a motorcyclist steer around drain covers while they were cornering?,no,To avoid puncturing the typres on the edge of the drain covers,no,To prevent the motorcycle sliding on the metal drain covers,no,To help judge the bend using the drain covers as marker points,no,To avoid splashing pedestrians on the pavement,no,B
362,8,Vehicle handling,15,Why should you test your brakes after this hazard?,yes,You'll be on a slippery road,no,Your brakes will be wet,no,You''ll be going down a long hill,no,You'll have just crossed a long bridge,no,B
363,8,Vehicle handling,16,Why should you reduce your speed when you're driving or riding in fog?,no,The brakes don't work as well,no,You'll be dazzled by other headlights,no,The engine will take longer to warm up,no,It's more difficult to see what's ahead,no,D
364,8,Vehicle handling,17,What will happen to your car when you drive up steep hill?,no,The high gears will pull better,no,The steering will feel heavier,no,Overtaking will be easier,no,The engine will work harder,no,D
365,8,Vehicle handling,18,You're driving on the motorway in windy conditions. What should you do as you overtake a high-sided vehicle?,no,Increase your speed,no,Be wary of a sudden gust,no,Drive alongside very closely,no,Expect normal conditions,no,B
366,8,Vehicle handling,19,You're driving in fog. Why should you keep well back from the vehicle in front?,no,In case it changes direction suddenly,no,In case its fog lights dazzle you,no,In case it stops suddenly,no,In case its brake lights dazzle you,no,C
367,8,Vehicle handling,20,What should you do if you park in the road when it's foggy?,no,Leave parking lights switched on,no,Leave dipped headlights and fog lights switched on,no,Leave dipped headlights switched on,no,Leave main-beam headlights switched on,no,A
368,8,Vehicle handling,21,You're driving at night. What should you do if you're dazzled by headlights coming towards you?,no,Pull down your sun visor,no,Slow down or stop,no,Flash your main-beam headlights,no,Shade your eyes with your hand,no,B
369,8,Vehicle handling,22,When may front fog lights be used?,yes,When visibility is seriously reduced,no,When they're fitted above the bumper,no,When they aren't as bright as the headlights,no,When an audible warning device is used,no,A
370,8,Vehicle handling,23,You're driving with your front fog lights switched on. What should you do if the fog has cleared?,yes,Leave them on if other drivers have their lights on,no,Switch them off as long as visibility remains good,no,Flash them to warn oncoming traffic that it's foggy,no,Drive wth them on instead of your headlights,no,B
371,8,Vehicle handling,24,Why should you switch off your rear fog lights when the fog has cleared?,no,To allow your headlights to work,no,To stop draining the battery,no,To stop the engine losing power,no,To prevent dazzling drivers behind,no,D
372,8,Vehicle handling,25,What will happen if you use rear fog lights in good conditions?,no,They'll make it safer when towing a trailer,no,They'll protect you from larger vehicles,no,They'll dazzle other drivers,no,They'll make drivers behind keep back,no,C
373,8,Vehicle handling,26,Why would you fit chains to your wheels?,no,To help prevent damage to the road surface,no,To help prevent wear to the tyres,no,To help prevent skidding in deep snow,no,To help prevent the brakes locking,no,C
374,8,Vehicle handling,27,How can you use your vehicle's engine to control your speed?,no,By changing to a lower gear,no,Be selecting reverse gear,no,By changing to a higher gear,no,By selecting neutral,no,A
375,8,Vehicle handling,28,"Why could it be dangerous to keep the clutch down, or select neutral, for long periods of time while you're driving?",no,Fuel spillage will occur,no,Engine damage may be caused,no,You'll have less steering and braking control,no,It will wear tyres out more quickly,no,C
376,8,Vehicle handling,29,You're driving on an icy road. What distance from the car in front should you drive?,no,Four times the normal distance,no,Six times the normal distance,no,Eight times the normal distance,no,Ten times the normal distance,no,D
377,8,Vehicle handling,30,Which lights must you use if you're driving on a well-lit motorway at night?,no,Use only your sidelights,no,Use your headlights,no,Use rear fog lights,no,Use front fog lights,no,B
378,8,Vehicle handling,31,You're driving on a motorway at night. Which lights should you have on if there are other vehicles just ahead of you?,no,Front fog lights,no,Main-beam headlights,no,Sidelights only,no,Dipped headlights,no,D
379,8,Vehicle handling,32,What will affect your vehicle's stopping distance?,no,The speed limit,no,The street lighting,no,The time of day,no,The condition of the tyres,no,D
380,8,Vehicle handling,33,When will you feel the effects of engine braking?,no,When you only use the parking brake,no,When you're in neutral,no,When you change to a lower gear,no,When you change to a higher gear,no,C
381,8,Vehicle handling,34,Which lights should you switch on when daytime visibility is poor but not seriously reduced?,no,Headlights and fog lights,no,Front fog lights,no,Dipped headlights,no,Rear fog lights,no,C
382,8,Vehicle handling,35,Why are vehicles fitted with rear fog lights?,no,To make them more visible when driving at high speed,no,To show when they've broken down in a dangerous position,no,To make them more visible in thick fog,no,To warn drivers following closely to drop back,no,C
383,8,Vehicle handling,36,There's been a heavy fall of snow. What should you consider before driving in these conditions?,no,Whether you should fit an amber flashing beacon to your car,no,Whether you should drive without wearing your seat belt,no,Whether you should wear sunglasses to reduce the glare,no,Whether your journey is essential,no,D
384,8,Vehicle handling,37,What should you check before you start a journey in foggy weather?,no,The radiator has enough anti-freeze,no,You have a warning triangle in the vehicle,no,The windows and lights are clean and clear,no,You have a mobile phone with you,no,C
385,8,Vehicle handling,38,You've been driving in fog. What must you do when the visibility improves?,no,Switch off your fog lights,no,Keep your rear fog lights switched on,no,Keep your front fog lights switched on,no,Leave your fog lights switched on in case the fog returns,no,A
386,8,Vehicle handling,39,Why is it dangerous to leave rear fog lights switched on after the fog has cleared?,no,They may be confused with brake lights,no,The bulbs would fail,no,Electrical systems could be overloaded,no,Direction indicators may not work properly,no,A
387,8,Vehicle handling,40,What will happen if you hold the clutch pedal down or roll in neutral for too long?,no,It will use more fuel,no,It wll cause the engine to overheat,no,It will reduce your control,no,It will improve tyre wear,no,C
388,8,Vehicle handling,41,Why is it bad technique to coast when you're driving downhill?,no,The fuel consumption will increase,no,The engine will overheat,no,The tyres will wear more quickly,no,The vehicle will gain speed more quickly,no,D
389,8,Vehicle handling,42,What should you do when dealing with this hazard?,yes,Switch on your hazard warning lights,no,Use a low gear and drive slowly,no,Use a high gear to prevent wheelspin,no,Switch on your windscreen wipers,no,B
390,8,Vehicle handling,43,Why is travelling in neutral for long distances (known as coasting) bad driving technique?,no,It will cause the car to skid,no,It will make the engine stall,no,The engine will run faster,no,There won't be any engine braking,no,D
391,8,Vehicle handling,44,When must you use dipped headlights during the day?,no,All the time you're driving,no,When you're driving along narrow streets,no,When you're driving in poor visibility,no,When you're parking,no,C
392,9,Motorway rules,1,You're joining a motorway from a slip road. How should you deal with traffic already on the motorway?,no,Carry on along the hard shoulder until you see a safe gap,no,Stop at the end of the slip road and look for a safe gap,no,Use the slip road to accelerate until you're moving much faster than the motorway traffic,no,Match your speed to traffic in the left-hand lane and filter into a safe gap,no,D
393,9,Motorway rules,2,What's the national speed limit on motorways for cars and motorcycles?,no,30 mph,no,50 mph,no,60 mph,no,70 mph,no,D
394,9,Motorway rules,3,Which vehicles should use the left-hand lane on a three-lane motorway?,yes,Any vehicle that isn't overtaking,no,Large vehicles only,no,Emergency vehicles only,no,Slow vehicles only,no,A
395,9,Motorway rules,4,Which vehicles aren't allowed to use the right-hand lane of a three-lane motorway?,no,Small delivery vans,no,Motorcycles,no,Vehicles towing a trailer,no,Motorcycle and sidecar outfits,no,C
396,9,Motorway rules,5,Your vehicle breaks down on a motorway and you need to call for help. Why might it be better to use an emergency roadside telephone rather than a mobile phone?,no,It connects you to a local garage,no,Using a mobile phone will distract other drivers,no,It allows easy location by the emergency services,no,Mobile phones don't work on motorways,no,C
397,9,Motorway rules,6,"Your vehicle broke down on the hard shoulder of a motorway, but has now been repaired. How should you rejoin the main carriageway?",no,"Move out onto the carriagewa, then build up your speed",no,Move out onto the carriafeway using your hazard warning lights,no,Gain speed on the hard shoulder before moving out onto the carriageway,no,Wait on the hard shoulder until someone flashes their headlights at you,no,C
398,9,Motorway rules,7,You're travelling along a motorway. Where would you find a crawler or climbing lane?,yes,On a steep gradient,no,Before a service area,no,Before a junction,no,Along the hard shoulder,no,A
399,9,Motorway rules,8,What do these motorway signs mean?,yes,They're countdown markers to a bridge,no,They're distance markers to the next telephone,no,They're countdown markers to the next exit,no,They want of a police control ahead,no,C
400,9,Motorway rules,9,Where are amber reflective studs found on a motorway?,no,Between the hard shoulder and the carriageway,no,Between the acceleration lane and the carriageway,no,Between the central reservation and the carriageway,no,Between each pair of lanes,no,C
401,9,Motorway rules,10,What colour are the reflective studs between the lanes on a motorway?,yes,Green,no,Amber,no,White,no,Red,no,C
402,9,Motorway rules,11,What colour are the reflective studs between a motorway and a slip road?,no,Amber,no,White,no,Green,no,Red,no,C
403,9,Motorway rules,12,Your vehicle has broken down on a motorway. In which direction should you walk to find the nearest emergency telephone?,no,With the traffic flow,no,Facing oncoming traffic,no,In the direction shown on the marker posts,no,In the direction of the nearest exit,no,C
404,9,Motorway rules,13,Why is it important to make full use of the slip road as you join a motorway?,no,Because there's space available to turn round if you need to,no,To allow you direct access to the overtaking lanes,no,To allow you to fit safely into the traffic flow in the left-hand lane,no,Because you can continue on the hard shoulder,no,C
405,9,Motorway rules,14,How should you position yourself when you use the emergency telephone on a motorway?,no,Stay close to the carriageway,no,Face the oncoming traffic,no,Keep your back to the traffic,no,Stand on the hard shoulder,no,B
406,9,Motorway rules,15,What colour are the reflective studs between the hard shoulder and the left-hane lane of a motorway?,no,Green,no,Red,no,White,no,Amber,no,B
407,9,Motorway rules,16,"On a three-lane motorway, which lane shoulde you use if there's no traffic ahead?",no,Left,no,Right,no,Centre,no,Either the right or centre,no,A
408,9,Motorway rules,17,What should you do when going through a contraflow system on a motorway?,yes,Use dipped headlights,no,Keep a good distance from the vehicle ahead,no,Switch lanes to keep the traffic flowring,no,Stay close to the vehicle ahead to reduce queues,no,B
409,9,Motorway rules,18,You're on a three-lane motorway. Which lane are you in if there are red reflective studs on your left and white ones to your right?,yes,In the right-hand lane,no,In the middle lane,no,On the hard shoulder,no,In the left-hand lane,no,D
410,9,Motorway rules,19,What should you do when you're approaching roadwork on a motorway?,no,Speed up to clear the area wuickly,no,Always use the hard shoulder,no,Obey the speed limit,no,Stay very close to the vehicle in front,no,C
411,9,Motorway rules,20,Which vehicle are prohibited from using the motorway?,no,Pawrored mobility scooters,no,Motorcycles over 50 cc,no,Double-deck buses,no,Cars with automatic transmission,no,A
412,9,Motorway rules,21,What should you do while you're driving or riding alone a motorway?,no,Look much further ahead than you would on other roads,no,Travel musch faster than you would on other roads,no,Maintain a shorter separation distance than you would on other roads,no,Concentrate more than you would on other roads,no,A
413,9,Motorway rules,22,What should you do immediately after joining a motorway?,no,Try to overtake,no,Re-adjust your mirrors,no,Position your vehicle in the centre lane,no,Stay in the left-hand lane,no,D
414,9,Motorway rules,23,When would you use the right-hand lane on a three-lane motorway?,no,When you're turning right,no,When you're overtaking,no,When you're travelling above the speed limit,no,When you're trying to save fuel,no,B
415,9,Motorway rules,24,You're on a motorway that isn't subject to smart motorway regulations. When should you use the hard shoulder?,yes,When you're stopping in an emergency,no,When you're leaving the motorway,no,When you're stopping for a rest,no,When you're joining the motorway,no,A
416,9,Motorway rules,25,You're in the right-hand lane of a three-lane motorway. What do these overhead signs mean?,yes,Move to the left and reduce your speed to 50 mph,no,There are roadworks 50 metres (55 yards) ahead,no,Use the hard shoulder until you've passed the hazard,no,Leave the motorway at the next exit,no,A
417,9,Motorway rules,26,When are you allowed to stop on a motorway?,no,When you need to walk and get fresh air,no,When you wish to pick up hitchhikers,no,When you're signalled to do so by traffic signals,no,When you need to use a mobile telephone,no,C
418,9,Motorway rules,27,You're travelling in the left-hand lane of a three-lane motorway. How should you react to traffic joining from a slip road?,no,Increase your speed to ensure they join behind you,no,Adjust your speed or change lane if you can do so safely,no,Maintain a steady speed,no,Switch on your hazard warning lights,no,B
419,9,Motorway rules,28,How should you use the lanes on a motorway?,no,Use the lane that has the least traffic,no,Keep to the left-hand lane unless you're overtaking,no,Overtake using the lane that's clearest,no,Stay in one lane until you reach your exit,no,B
420,9,Motorway rules,29,You're travelling along a motorway. When are you allowed to overtake on the left?,no,When you can see well ahead that the hard shoulder is clear,no,When the traffic in the right-hand lane is signalling right,no,When you warn drivers behind by signalling left,no,When in queues and traffic to your right is moving more slowly than you are,no,D
421,9,Motorway rules,30,When would you use an emergency refuge area on a smart motorway?,no,In cases of emergency of breakdown,no,If you think you'll be involved in a road rage incident,no,To stop and check where you are,no,To make a private phone call,no,A
422,9,Motorway rules,31,Traffic officers operate on motorways and some primary routes in England and Wales. What are they authorised to do?,no,Stop and arrest drivers who break the law,no,Repair broken-down vehicles on the motorway,no,Issue fixed penalty notices,no,Stop and direct anyone on a motorway,no,D
423,9,Motorway rules,32,You're on a smart motorway. What does it mean when a red cross is displayed above the hard shoulder?,yes,Pull up in this lane to answer your mobile,no,Use this lane as a running lane,no,This lane can be used if you need a rest,no,You must not travel in this lane,no,D
424,9,Motorway rules,33,You have stopped in an emergency refuge area. What must yo do before you rejoin the carriageway?,no,Use the emergency telephone,no,Give an arm signal as you are moving off,no,Switch on your vehicle's headlights,no,Move away with your hazard lights on,no,A
425,9,Motorway rules,34,How should you rejoin the motorway after a breakdown on the hard shoulder?,no,Build up speed on the hard shoulder before looking for a safe gap in the traffic,no,Move straight out into the left-hand lane as you are not allowed to drive on the hard shoulder,no,Wait until a vehicle in the left-hand lane signals to you that it's safe to rejoin,no,Keep your hazard lights flashing until you have safely rejoined the carriageway,no,A
426,9,Motorway rules,35,You're on a smart motorway. What does it mean when a mandatory speed limit is displayed above the hard shoulder?,yes,You shouldn't travel in this lane,no,The hard shoulder can be used as a running lane,no,You can park on the hard shoulder if you feel tired,no,You can pull up in this lane to answer a mobile phone,no,B
427,9,Motorway rules,36,How do smart motorways prevent traffic bunching?,no,By using higher speed limits,no,By using advisory speed limits,no,By using minium speed limits,no,By using variable speed limits,no,D
428,9,Motorway rules,37,What helps to reduce traffic bunching on a motorway?,no,Variable speed limits,no,Contraflow systems,no,National speed limits,no,Lane closures,no,A
429,9,Motorway rules,38,When may you stop on a motorway?,no,If you have to read a map,no,When you're tired and need a rest,no,If your mobile phone rings,no,In an emergency or breakdown,no,D
430,9,Motorway rules,39,What's the national speed limit for a car or motorcycle on a motorway?,no,50 mph,no,60 mph,no,70 mph,no,80 mph,no,C
431,9,Motorway rules,40,You stop on the hard shoulder of a motorway and use the emergency telephong. Where's the best place to wait for help to arrive?,no,Next to the phone,no,Well away from the carriageway,no,With your vehicle,no,On the hard shoulder,no,B
432,9,Motorway rules,41,You're on a motorway. What must you do if there's a red cross showing above every lane?,yes,Pull onto the hard shoulder,no,Slow down and watch for further signals,no,Leave at the next exit,no,Stop and wait,no,D
433,9,Motorway rules,42,You're on a smart motorway. What does it mean if a red cross is showing above the hard shoulder and mandatory speed limits above all other lanes?,yes,The hard shoulder can be used as a rest area if you feel tired,no,The hard shoulder is for emergency or breakdown use only,no,The hard shoulder can be used as a normal running lane,no,The hard shoulder has a speed limit of 50 mph,no,B
434,9,Motorway rules,43,"On a smart motorway, what does this sign mean?",yes,Use any lane except the hard shoulder,no,Use the hard shoulder only,no,Use the three right-hand lanes only,no,"Use all the lanes, including the hard shoulder",no,D
435,9,Motorway rules,44,Where should you stop to rest if you feel tired while you're travelling along a motorway?,no,On the hard shoulder,no,At the nearest service area,no,On a slip road,no,On the central reservation,no,B
436,9,Motorway rules,45,What's the speed limit for a car towing a trailer on a motorway?,no,40 mph,no,50 mph,no,60 mph,no,70 mph,no,C
437,9,Motorway rules,46,When should you use the left-hand lane of a motorway?,yes,When your vehicle breaks down,no,When you're overtaking slower traffic in the other lanes,no,When you're making a phone call,no,When the road ahead is clear,no,D
438,9,Motorway rules,47,You're driving on a motorway and have to slow down suddenly due to a hazard ahead. How can you warn drivers behind of the hazard?,no,Switch on your hazard warning lights,no,Switch on your headlights,no,Sound your horn,no,Flash your headlights,no,A
439,9,Motorway rules,48,Your car gets a puncture while you're driving on the motorway. What should you do when you've stopped on the hard shoulder?,no,Carefully change the wheel yourself,no,Use an emergency telephone and call for help,no,Try to wave down another vehicle for help,no,Only change the wheel if you have a passenger to help you,no,B
440,9,Motorway rules,49,What should you do if you're driving on a motorway and you miss the exit that you wanted to take?,no,Carefully reverse along the hard shoulder,no,Carry on to the next exit,no,Carefully reverse in the left-hand lane,no,Make a U-turn at the next gap in the central reservation,no,B
441,9,Motorway rules,50,Your vehicle has broken down on a motorway. What should you do if you aren't able to get onto the hard shoulder?,no,Switch on your hazard warning lights,no,Stop the traffic behind and ask for help,no,Attempt to repair your vehicle quickly,no,Stand behind your vehicle to warn others,no,A
442,9,Motorway rules,51,Why is it particularly important to check your vehicle before making a long motorway journey?,no,You'll have to do more harsh braking on motorways,no,Motorway services areas don't deal with breakdowns,no,The road surface will wear down the tyres faster,no,Continuous high speeds increase the risk of your vehicle breaking down,no,D
443,9,Motorway rules,52,You're driving on a motorway. What does it mean if the car in front shows its hazard warning lights for a short time?,no,The driver wants you to overtake,no,The other car is going to change lanes,no,Traffic ahead is slowing or stopping suddenly,no,There's a police speed check ahead,no,C
444,9,Motorway rules,53,You're driving on the motorway. Which lane should you get into well before you reach your exit?,no,The middle lane,no,The left-hand lane,no,The hard shoulder,no,The right-hand lane,no,B
445,9,Motorway rules,54,What restrictions apply to people who have a provisional driving licence?,no,They can't drive over 30 mph,no,They can't drive at night,no,They can't drive unaccompanied,no,They can't drive with more than one passenger,no,C
446,9,Motorway rules,55,Your vehicle breaks down on a motorway and you manage to stop on the hard shoulder. What should you do if you use your mobile phone to call for help?,no,Stand at the rear of the vehicle while making the call,no,Phone a friend and ask them to come and collect you,no,Wait in the car for the emergency services to arrive,no,Check your location from the nearest marker posts beside the hard shoulder,no,D
447,9,Motorway rules,56,You're towing a trailer along a three-lane motorway. When may you use the right-hand lane?,no,When there are lane closures,no,When there's slow-moving traffic,no,When you can maintain a high speed,no,When large vehicles are in the left and centre lanes,no,A
448,9,Motorway rules,57,What would you expect to find at a contraflow system on a motorway?,no,Temporary traffic lights,no,Lower speed limits,no,Wider lanes than normal,no,Road humps,no,B
449,10,Rules of the road,1,What's the meaning of this sign?,yes,Local speed limit applies,no,No waiting on the carriageway,no,National speed limit applies,no,No entry for vehicles,no,C
450,10,Rules of the road,2,What's the national speed limit for cars and motorcycles on a dual carriageway?,no,30 mph,no,50 mph,no,60 mph,no,70 mph,no,D
451,10,Rules of the road,3,There are no speed-limit signs on the road. How is a 30 mph limit generally indicated?,no,By hazard warning lines,no,By street lighting,no,By pedestrian islands,no,By double or single yellow lines,no,B
452,10,Rules of the road,4,What will the speed limit usually be where you can see street lights but no speed-limit signs?,no,30 mph,no,40 mph,no,50 mph,no,60 mph,no,A
453,10,Rules of the road,5,What does this sign mean?,yes,Minium speed 30 mph,no,End of maximum speed,no,End of minimum speed,no,Maximum speed 30 mph,no,C
454,10,Rules of the road,6,What should you do if you want to overtake a tractor but aren't sure that it's safe?,no,Follow another vehicle as it overtakes the tractor,no,Sound your horn to make the tractor driver pull over,no,"Speed past, flashing your light at oncoming traffic",no,Stay behind it if you're in any doubt,no,D
455,10,Rules of the road,7,Which vehicle is most likely to take an unusual course at a roundabout?,no,Estate car,no,Milk float,no,Delivery van,no,Long vehicle,no,D
456,10,Rules of the road,8,When may you stop on a clearway?,no,Never,no,When it's busy,no,In the rush hour,no,During daylight hours,no,A
457,10,Rules of the road,9,What's the meaning of this sign?,yes,No entry,no,Waiting restrictions,no,National speed limit,no,School crossing patrol,no,B
458,10,Rules of the road,10,You're looking for somewhere to park at night. When may you park on the right-hand side of the road?,no,When you're in a one-way street,no,When you have you sidelights on,no,When you're more than 10 metres (32 feet) from a junction,no,When you're under a lamppost,no,A
459,10,Rules of the road,11,When should you use the right-hand lane of a three-lane dual carriageway?,yes,When you're overtaking only,no,When you're overtaking or turning light,no,When you're using cruise control,no,When you're turning right only,no,B
460,10,Rules of the road,12,"You're approaching a busy junction. What should you do when, at the last moment, you realise you're in the wrong lane?",no,Continue in that lane,no,Force your way into the lane you need,no,Stop until the area has cleared,no,Use arm signals to help you change lane,no,A
461,10,Rules of the road,13,Where may you overtake on a one-way street?,no,Only on the left-hand side,no,Overtaking isn't allowed,no,Only on the right-hand side,no,On either the right or the left,no,D
462,10,Rules of the road,14,What signal should you give when you're going straight ahead at a roundabout?,no,Signal left before leaving the roundabout,no,Don't signal at any time,no,Signal right when you're approaching the roundabout,no,Signal left when you're approaching the roundabout,no,A
463,10,Rules of the road,15,Which vehicle might have to take a different course from normal at a roundabout?,no,Sports car,no,Van,no,Estate car,no,Long vehicle,no,D
464,10,Rules of the road,16,When may you enter a box junction?,yes,When there are fewer than two vehicles ahead,no,When signalled by another road user,no,When your exit road is clear,no,When traffic signs direct you,no,C
465,10,Rules of the road,17,When may you stop and wait in a box junction?,yes,When oncoming traffic prevents you from turning right,no,When you're in a queue of traffic turning left,no,When you're in a queue of traffic going ahead,no,When you're on a roundabout,no,A
466,10,Rules of the road,18,Who is authorised to signal you to stop?,no,A motorcyclist,no,A pedestrian,no,A police officer,no,A bus driver,no,C
467,10,Rules of the road,19,What should you do if you see a pedestrian waiting at a zebra crossing?,no,Go on quickly before they step onto the crossing,no,Stop before you reach the zigzag lines and let them cross,no,Be ready to slow down or stop to let them cross,no,Ignore them as they're still on the pavement,no,C
468,10,Rules of the road,20,Which road users benefit from toucan crossing?,no,Car drivers and motorcyclists,no,Cyclists and pedestrians,no,Bus and lorry drivers,no,Tram and train drivers,no,B
469,10,Rules of the road,21,You're waiting at a pelican crossing. What does it mean when the red light changes to flashing amber?,no,Give way to pedestrians on the crossing,no,Move off immediately without any hestation,no,Wait for the green light before moving off,no,Get ready and go when the continuous amber light shows,no,A
470,10,Rules of the road,22,You see these double white lines along the centre of the road. When may you park on the left,yes,If the line nearest to you is broken,no,When there are no yellow lines,no,To pick up or set down passengers,no,During daylight hours only,no,C
471,10,Rules of the road,23,You’re turning right at a crossroads. An oncoming driver is also turning right. What's the advantage of turning behind the oncoming vehicle?,no,You'll have a clearer view of any approaching traffic,no,You'll use less fuel because you can stay in a higher gear,no,You'll have more time to turn,no,You'll be able to turn without stopping,no,A
472,10,Rules of the road,24,You're travelling along a residential street. There are parked vehicles on the left-hand side. Why should you keep your speed down?,no,So that oncoming traffic can see you more clearly,no,You may set off car alarms,no,There may be delivery lorries on the street,no,Children may run out from between the vehicles,no,D
473,10,Rules of the road,25,What should you do when there's an obstruction on your side of the road?,no,"Carry on, as you have priority",no,Give way to oncoming traffic,no,Wave oncoming vehicles through,no,Accelerate to get past first,no,B
474,10,Rules of the road,26,When would you use the right-hand lane of a two-lane dual carriageway?,no,When you're turning right or overtaking,no,When you're passing a side road on the left,no,When you're staying at the minimum allowed speed,no,When you're travelling at a constant high speed,no,A
475,10,Rules of the road,27,Who has priority at an unmarked crossroad?,no,The larger vehicle,no,No-one has priority,no,The faster vehicle,no,The smaller vehicle,no,B
476,10,Rules of the road,28,What's the nearest you may park to a junction?,no,10 metres (32 feet),no,12 metres (39 feet),no,15 metres (49 feet),no,20 metres (66 feet),no,A
477,10,Rules of the road,29,You’re looking for somewhere to safely park your vehicle. Where would you choose to park?,no,At or near a bus stop,no,In a designated parking space,no,Near the brow of a hill,no,On the approach to a level crossing,no,B
478,10,Rules of the road,30,You're waiting at a level crossing. What must you do if a train passes but the lights keep flashing?,no,Carry on waiting,no,Phone the signal operator,no,Edge over the stop line and look for trains,no,Park and investigate,no,A
479,10,Rules of the road,31,What does this sign mean?,yes,No through road,no,End of traffic-calming zone,no,Free-parking zone ends,no,End of controlled parking zone,no,D
480,10,Rules of the road,32,What must you do if you come across roadworks that have a temporary speed limit displayed?,no,Obey the speed limit,no,"Obey the limit, but only during rush hour",no,Ignore the displayed limit,no,Use your own judgment; the limit is only advisory,no,A
481,10,Rules of the road,33,You're in a built-up area at night and the road is well lit. Why should you use dipped headlights?,no,So that you can see further along the road,no,So tha you can go at a much faster speed,no,So that you can switch to main beam quickly,no,So that you can be easily seen by others,no,D
482,10,Rules of the road,34,You're turning right from a main road into a side road. There's no oncoming traffic. What should you do if pedestrians are standing on the pavement waiting to cross the side road?,no,Turn in because the pedestrians are safe on the pavement,no,"Wave at the pedestrians, inviting them to cross the road",no,Wait and gave way to the pedestrians,no,Sound your horn to alert the pedestrians to your presence,no,C
483,10,Rules of the road,35,What's the national speed limit on a single carriageway road for cars and motorcycles?,no,30 mph,no,50 mph,no,60 mph,no,70 mph,no,C
484,10,Rules of the road,36,What should you do when you park at night on a road that has a 40 mph speed limit?,no,Park facing the traffic,no,Leave parking lights swtiched on,no,Leave dipped headlights switched on,no,Park near a street light,no,B
485,10,Rules of the road,37,Where will you see these red and white markers?,yes,Approaching the end of a motorway,no,Approaching a concealed level crossing,no,Approaching a concealed speed-limit sign,no,Approaching the end of a dual carriageway,no,B
486,10,Rules of the road,38,You're travelling on a motorway in England. When must you stop your vehicle?,no,When signalled to stop by a roadworks supervisor,no,When signalled to stop by a traffic officer,no,When signalled to stop by a pedestrian on the hard shoulder,no,When signalled to stop by a driver who has broken down,no,B
487,10,Rules of the road,39,How should you signal if you're going straight ahead at a roundabout?,no,Signal right on the approach and then left to leave the roundabout,no,Signal left after you leave the roundabout and enter the new road,no,Signal right on the approach to the roundabout and keep the signal on,no,Signal left just after you pass the exit before the one you're going to lake,no,D
488,10,Rules of the road,40,When may you frive over a pavement?,no,To overtake slow-moving traffic,no,When the pavement is very wide,no,If there are no pedestrians nearby,no,To gain access to a property,no,D
489,10,Rules of the road,41,A single carriageway road has this sign. What's the maximum permitted speed for a car towing a trailer?,yes,30 mph,no,40 mpn,no,50 mph,no,60 mph,no,C
490,10,Rules of the road,42,What’s the speed limit for a car towing a caravan on a dual carriageway?,yes,50 mph,no,40 mph,no,70 mph,no,60 mph,no,D
491,10,Rules of the road,43,You want to park and you see this sign. What should you do on the days and times shown?,yes,Park in a bay and not pay,no,Park on yellow lines and pay,no,Park on yellow lines and not pay,no,Park in a bay and pay,no,D
492,10,Rules of the road,44,"A cycle lane, marked by a solid white line, is in operation. What does this mean for car drivers?",yes,They may park in the lane,no,They may drive in the lane at any time,no,They may use the lane when necessary,no,They mustn't drive along the lane,no,D
493,10,Rules of the road,45,You're going to turn left from a main road into a minor road. What should you do as you approach the junction?,no,Kepp just left of the middle of the road,no,Keep in the middle of the road,no,Swing out to the right just before turning,no,Keep well to the left of the road,no,D
494,10,Rules of the road,46,You're waiting at a level crossing. What should you do if the red warning lights continue to flash after a train has passed by?,yes,Get out and investigae,no,Telephone the signal operator,no,Continue to wait,no,Drive across carefully,no,C
495,10,Rules of the road,47,What should you do if the amber lights come on and a warning sounds while you're driving over a level crossing?,yes,Get everyone out of the vehicle immediately,no,Stop and reverse back to clear the crossing,no,Keep going and clear the crossing,no,Stop immediately and use your hazard warning lights,no,C
496,10,Rules of the road,48,You're driving on a busy main road. What should you do if you find that you're driving in the wrong direction?,no,Turn into a side road on the right and reverse into the main road,no,Make a U-turn in the main road,no,Make a 'three-point' turn in the main road,no,Turn around in a side road,no,D
497,10,Rules of the road,49,When may you drive without wearing your seat belt?,no,When you're carrying out a manoeuvre that includes reversing,no,When you're moving off on a hill,no,When you're testing your brakes,no,When you're driving slowly in queuing traffic,no,A
498,10,Rules of the road,50,How far are you allowed to reverse?,no,No further than is necessary,no,No more than a car's length,no,As far as it takes to reverse around a corner,no,The length of a residential street,no,A
499,10,Rules of the road,51,What should you do when you're unsure whether it's safe to reverse your vehicle?,no,Sound your horn,no,Rev your engine,no,Get out and check,no,Reverse slowly,no,C
500,10,Rules of the road,52,Why could it be dangerous to reverse from a side road into a main road?,no,Your reverse sensors will beep,no,Your view will be restricted,no,Your reversing lights will be hidden,no,Your mirrors will need adjusting,no,B
501,10,Rules of the road,53,You want to turn right at a box junction. What should you do if there's oncoming traffic?,no,Wait in the box junction if your exit if clear,no,Wait before the junction until it's clear of all traffic,no,Drive on; you can't turn right at a box junction,no,Drive slowly into the box junction when signalled by oncoming traffic,no,A
